"collection","creator","date","description","format","identifier","language","mediatype","publisher","subject","title"
"metropolitanmuseumofart-gallery","","","","Archive BitTorrent,JPEG,JPEG Thumb,JSON,Metadata","mma_page_from_a_dispersed_kalpa_sutra_jain_book_of_rituals_75055","","image","","Folios,Metropolitan Museum of Art,Gold,Paintings,Ink, opaque watercolor, and gold on paper,India,15th century,Gujarat,Metal,Asia,India (Gujarat),Paper,Watercolors,Ink","Page from a Dispersed Kalpa Sutra (Jain Book of Rituals)"
"metropolitanmuseumofart-gallery","","","","Archive BitTorrent,JPEG,JPEG Thumb,JSON,Metadata","mma_trisala_on_her_couch_left__the_goddess_sri_one_of_the_fourteen_lucky_dre_74979","","image","","Folios,Metropolitan Museum of Art,Gold,Paintings,Ink, opaque watercolor, and gold on paper,India,15th century,Gujarat,Metal,Asia,India (Gujarat),Paper,Watercolors,Ink","Trisala on Her Couch (left) / The Goddess Sri, One of the Fourteen Lucky Dreams (right); Page from a Dispersed Kalpa Sutra (Jain Book of Rituals)"
"usfederalcourts,additional_collections","","","This item represents a case in PACER, the U.S. Government's website for federal case data. This information is uploaded quarterly. To see our most recent version please use the source url parameter, linked below. To see the canonical source for this data, please consult PACER directly.","Archive BitTorrent,JSON,Metadata,Text PDF","gov.uscourts.txsd.1791197","eng","texts","","","Jain v. Caterpillar Inc."
"arxiv,additional_collections,journals","Zheng-Yuan Wang,Shintaro Takayoshi,Masaaki Nakamura","2012-10-09T00:00:00Z","We discuss the relationship between fractional quantum Hall (FQH) states at filling factor $\nu=p/(2p+1)$ and quantum spin chains. This series corresponds to the Jain series $\nu=p/(2mp+1)$ with $m=1$ where the composite fermion picture is realized. We show that the FQH states with toroidal boundary conditions beyond the thin-torus limit can be mapped to effective quantum spin S=1 chains with $p$ spins in each unit cell. We calculate energy gaps and the correlation functions for both the FQH systems and the corresponding effective spin chains, using exact diagonalization and the infinite time-evolving block decimation (iTEBD) algorithm. We confirm that the mass gaps of these effective spin chains are decreased as $p$ is increased which is similar to $S=p$ integer Heisenberg chains. These results shed new light on a link between the hierarchy of FQH states and the Haldane conjecture for quantum spin chains.","Abbyy GZ,Animated GIF,Archive BitTorrent,DjVu,DjVuTXT,Djvu XML,JPEG Thumb,Metadata,Scandata,Single Page Processed JP2 ZIP,Text PDF","arxiv-1205.4850","English","texts","","","Spin-chain description of fractional quantum Hall states in the Jain series"
"usfederalcourts,additional_collections","","","This item represents a case in PACER, the U.S. Government's website for federal case data. If you wish to see the entire case, please consult PACER directly.","Archive BitTorrent,JSON,Metadata,Text PDF","gov.uscourts.cand.302138","eng","texts","","","Jain v. Colvin"
"usfederalcourts,additional_collections","","","This item represents a case in PACER, the U.S. Government's website for federal case data. If you wish to see the entire case, please consult PACER directly.","Archive BitTorrent,Metadata,Text PDF","gov.uscourts.nhd.56251","eng","texts","","","Jain v. Lincoln Life Assurance Company of Boston"
"digitallibraryindia,JaiGyan","Dr Prem Sagar Jain","1963-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.482597 dc.contributor.author: Dr Prem Sagar Jain dc.date.accessioned: 2015-09-23T16:33:29Z dc.date.available: 2015-09-23T16:33:29Z dc.date.digitalpublicationdate: 2006/01/31 dc.date.citation: 1963 dc.identifier.barcode: 05990010116875 dc.identifier.origpath: /rawdataupload/upload/0116/877 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/482597 dc.description.scannerno: 10 dc.description.scanningcentre: IIIT, Allahabad dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 244 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher: Bhartiya Gyan Peeth Prakashan dc.source.library: Allahabad University dc.subject.classification: Literature dc.title: Jain Bhaktikavya Ki Pristhabhumi dc.type: Book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.482597","hin","texts","","IIIT","Jain Bhaktikavya Ki Pristhabhumi"
"usfederalcourts,additional_collections","","","This item represents a case in PACER, the U.S. Government's website for federal case data. If you wish to see the entire case, please consult PACER directly.","Archive BitTorrent,Metadata,Text PDF","gov.uscourts.ncwd.108793","eng","texts","","","Kumari v. Jain"
"digitallibraryindia,JaiGyan","Vijay Bhuvan Bhanu","1977-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.306649 dc.contributor.author: Vijay Bhuvan Bhanu dc.date.accessioned: 2015-08-10T13:03:05Z dc.date.available: 2015-08-10T13:03:05Z dc.date.copyright: 1977 dc.date.digitalpublicationdate: 2011/07 dc.date.citation: 1977 dc.identifier.barcode: 99999990312785 dc.identifier.origpath: /data14/upload/0003/615 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/306649 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 219 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Mumbai, Divya Darshan Trust dc.source.library: Shree Abhya Jain Granthalya,bikaner dc.title: Jain Dharmno Parichay dc.type: Print - Paper","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.306649","guj","texts","","Banasthali","Jain Dharmno Parichay"
"digitallibraryindia,JaiGyan","Shri Ratnakumar Jain","1964-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.402566 dc.contributor.author: Shri Ratnakumar Jain dc.date.accessioned: 2015-09-10T14:44:53Z dc.date.available: 2015-09-10T14:44:53Z dc.date.copyright: 1964 dc.date.digitalpublicationdate: 2012/03/01 dc.date.citation: 1964 dc.identifier.barcode: 99999990294224 dc.identifier.origpath: /data9/upload/0292/156 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/402566 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 294 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Bikaner, Shri Ganesh Granthmala dc.source.library: Acharya Shri Vinaychandra Gyan Bhandar, Jaipur dc.subject.classification: History dc.title: Jain Shidant Pravishika Part- Ii dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.402566","hin","texts","","Banasthali","Jain Shidant Pravishika Part- Ii"
"digitallibraryindia,JaiGyan","Digital Library Of India","1970-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.426849 dc.date.accessioned: 2015-09-11T21:38:11Z dc.date.available: 2015-09-11T21:38:11Z dc.date.copyright: 1970 dc.date.digitalpublicationdate: 2010/05/09 dc.date.citation: 1970 dc.identifier.barcode: 99999990047814 dc.identifier.origpath: /data10/data51/upload/0007/191 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/426849 dc.description.scanningcentre: Unknown dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 224 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library Of India dc.rights: Not Available dc.source.library: Vir Seva Mandir Daryaganj dc.title: Jain Temples Of Rajasthan (2001) Ac 7100 dc.type: Print-Paper dc.type: Book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.426849","hin","texts","","Other","Jain Temples Of Rajasthan (2001) Ac 7100"
"digitallibraryindia,JaiGyan","gujrat vidyapith library","","Book Source: Digital Library of India Item 2015.318523 dc.date.accessioned: 2015-08-11T15:20:24Z dc.date.available: 2015-08-11T15:20:24Z dc.date.digitalpublicationdate: 2010/02/22 dc.identifier.barcode: 99999990259934 dc.identifier.origpath: /data4/upload/0112/738 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/318523 dc.description.scanningcentre: Unknown dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 36 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: gujrat vidyapith library dc.source.library: Gujrat Vidyapith Library dc.title: Jain Bal Pathamala dc.type: print-paper dc.type: book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.318523","guj","texts","","Other","Jain Bal Pathamala"
"digitallibraryindia,JaiGyan","Muni Shyamal Swami","1928-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.306744 dc.contributor.author: Muni Shyamal Swami dc.date.accessioned: 2015-08-10T13:03:15Z dc.date.available: 2015-08-10T13:03:15Z dc.date.copyright: 1928 dc.date.digitalpublicationdate: 2011/07 dc.date.citation: 1928 dc.identifier.barcode: 99999990312872 dc.identifier.origpath: /data14/upload/0003/702 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/306744 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 60 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Ahamdabad, Jaisingh Lal Pochabhai dc.source.library: Shri Abhaya Jain Granthalaya, Bikaner dc.title: Jain Yuvakanu Aadarsh Jivan Ane Mangal Path dc.type: Print - Paper","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.306744","guj","texts","","Banasthali","Jain Yuvakanu Aadarsh Jivan Ane Mangal Path"
"digitallibraryindia,JaiGyan","Karnar","1907-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.358455 dc.contributor.author: Karnar dc.date.accessioned: 2015-08-27T20:16:18Z dc.date.available: 2015-08-27T20:16:18Z dc.date.copyright: 1907 dc.date.digitalpublicationdate: 2011/02 dc.date.citation: 1907 dc.identifier.barcode: 99999990029841 dc.identifier.origpath: /data8/upload/0227/123 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/358455 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 152 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Sipadi Shree Jasvanth Singh Priting Press dc.source.library: Shri Abhaya Jain Granthalaya, Bikaner dc.subject.classification: Devotional dc.title: Jain Dharm Praves Pothi Bhag 3 dc.type: Print - Paper","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.358455","guj","texts","","Banasthali","Jain Dharm Praves Pothi Bhag 3"
"metropolitanmuseumofart-gallery","","","","Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,JSON,Metadata","mma_leaf_from_a_kalpa_sutra_jain_book_of_rituals_75114","","image","","Folios,Metropolitan Museum of Art,Gold,Paintings,Ink, opaque watercolor, and gold on paper,India,15th century,Gujarat,Metal,Asia,India (Gujarat),Paper,Watercolors,Ink","Leaf from a Kalpa Sutra (Jain Book of Rituals)"
"metropolitanmuseumofart-gallery","","","","Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,JSON,Metadata","mma_leaf_from_a_kalpa_sutra_jain_book_of_rituals_75151","","image","","Folios,Metropolitan Museum of Art,Gold,Paintings,Ink, opaque watercolor, and gold on paper,India,15th century,Gujarat,Metal,Asia,India (Gujarat),Paper,Watercolors,Ink","Leaf from a Kalpa Sutra (Jain Book of Rituals)"
"metropolitanmuseumofart-gallery","","","","Archive BitTorrent,Item Tile,JPEG,JPEG Thumb,JSON,Metadata","mma_page_from_a_dispersed_kalpa_sutra_jain_book_of_rituals_75053","","image","","Folios,Metropolitan Museum of Art,Gold,Paintings,Ink, opaque watercolor, and gold on paper,India,15th century,Gujarat,Metal,Asia,India (Gujarat),Paper,Watercolors,Ink","Page from a Dispersed Kalpa Sutra (Jain Book of Rituals)"
"digitallibraryindia,JaiGyan","Ratnchand Ji","1932-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.549712 dc.contributor.author: Ratnchand Ji dc.date.accessioned: 2015-10-14T21:18:05Z dc.date.available: 2015-10-14T21:18:05Z dc.date.copyright: 1932 dc.date.digitalpublicationdate: 2011/02 dc.date.citation: 1932 dc.identifier.barcode: 99999990030179 dc.identifier.origpath: /data8/upload/0227/461 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/549712 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 332 dc.format.mimetype: application/pdf dc.language.iso: Sanskrit dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Bikaner Sgarchand Ji Bherodan Sethiya Jain Granthaley dc.source.library: Shri Abhaya Jain Granthalaya, Bikaner dc.subject.classification: Devotional dc.title: Jain Siddhant Komudi dc.type: Print - Paper","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.549712","san","texts","","Banasthali","Jain Siddhant Komudi"
"usfederalcourts,additional_collections","","","This item represents a case in PACER, the U.S. Government's website for federal case data. If you wish to see the entire case, please consult PACER directly.","Archive BitTorrent,Metadata,Text PDF","gov.uscourts.ded.78033","eng","texts","","","HID Global Corporation v. Jain"
"opensource,community","Dr.Priybala Shah","1980-11-05T00:00:00Z","150","Abbyy GZ,Archive BitTorrent,Djvu XML,Item Tile,Metadata,Scandata,Single Page Processed JP2 ZIP,Text PDF","20200313_20200313_0350","guj","texts","","Itihas(History)","જૈન મૂર્તિવિધાન(Jain Murtividhan)"
"arxiv,additional_collections,journals","N. Moran,A. Sterdyniak,I. Vidanovic,N. Regnault,M. V. Milovanovic","2012-05-10T00:00:00Z","We discuss d-wave topological (broken time reversal symmetry) pairing structures in unpolarized and polarized Jain states. We demonstrate pairing in the Jain spin singlet state by rewriting it in an explicit pairing form, in which we can recognize d-wave weak pairing of underlying quasiparticles - neutral fermions. We find and describe the root configuration of the Jain spin singlet state and its connection with neutral excitations of the Haldane-Rezayi state, and study the transition between these states via exact diagonalization. We find high overlaps with the Jain spin singlet state upon a departure from the hollow core model for which the Haldane-Rezayi state is the exact ground state. Due to a proven algebraic identity we were able to extend the analysis of topological d-wave pairing structures to polarized Jain states and integer quantum Hall states, and discuss its consequences.","Abbyy GZ,Animated GIF,Archive BitTorrent,DjVu,DjVuTXT,Djvu XML,Item Tile,Metadata,Scandata,Single Page Processed JP2 ZIP,Text PDF","arxiv-1205.2388","English","texts","","","Topological d-wave pairing structures in Jain states"
"IndiaCulture,JaiGyan","","1983-09-28T00:00:00Z","Administrative Source Natya Shodh Sansthan, Kolkata ( NSS ) Identifier AC/68A/68B/NSS/DIGN-17A Title An Interview of Shri Nemi Chand Jain (Vol. I) Alternative NSS-AC_68A_68B_NSS_DIGN_17A-AC Medium Audio Cassette ExtentOriginal 01:14:01 Spatial New Delhi Temporal Documentation Created 28.09.1983 Condition Good Relation 1 of 3 Rights NSS Descriptive Subject Theatre Keywords Hindi Theatre, Interview Description Shri Nemi Chandra Jain speaks about his views on National School of Drama and its activities. Creator NSS AnyOther Dr. (Mrs.) Pratibha Agrawal (Interviewer) Type Audio Cassette ( AC ) Language Hindi Technical Codec Name MP3 (MPEG audio layer 3) Bits Per Sample s16p Sampling Frequency 48 KHz Data Rate 128.001000 Kbit/s Duration 0:45:05.400000 Number Of Channels 2 Size 41.281494 Mibyte","Archive BitTorrent,Columbia Peaks,JPEG Thumb,JSON,Metadata,Ogg Vorbis,PNG,Spectrogram,VBR MP3","dni.ncaa.NSS-AC_68A_68B_NSS_DIGN_17A-AC","Hindi","audio","Natya Shodh Sansthan, Kolkata ( NSS )","Theatre","An Interview of Shri Nemi Chand Jain (Vol. I)"
